Disease,Country,ResultName,ResultLink,Address,Latitude,Longitude,Contact,Description,Local,LocalLink
Acrodysostosis,France,Centre de référence des anomalies du développement et syndromes malformatifs du Sud-Est - Site coordonnateur,https://www.orpha.net/en/expert-centres/centre/49162?name=Acrodysostosis&consulting=medical&age=all&official=0,"59 Boulevard Pinel, 69677 BRON, FRANCE",45.7471952,4.9001951,Phone 1: 33 (0)4 27 85 55 73 <br>Contact email: ghe.genetiquehfme@chu-lyon.fr <br>http://www.chu-lyon.fr/fr/service-de-genetique,"Age range: For adults and children <br>Type(s): Medical management , Genetic counselling Member of a ERN",CHU de Lyon HCL - GH Est-Hôpital Femme Mère Enfant,https://www.google.com/maps/search/59+Boulevard+Pinel+BRON+AUVERGNE-RHONE-ALPES
Acrodysostosis,France,Centre de référence des déficiences intellectuelles de causes rares - Site constitutif,https://www.orpha.net/en/expert-centres/centre/53577?name=Acrodysostosis&consulting=medical&age=all&official=0,"59 Boulevard Pinel, 69677 BRON, FRANCE",45.7471952,4.9001951,Phone 1: 33 (0)4 27 85 53 80 <br>Contact email: ghe.crdilyon@chu-lyon.fr <br>https://www.chu-lyon.fr/centre-de-reference-des-deficiences-intellectuelles-de-causes-rares-crdi,"Description: https://www.chu-lyon.fr/centre-de-reference-des-deficiences-intellectuelles-de-causes-rares-crdi <br>Age range: For children <br>Type(s): Medical management , Genetic counselling",CHU de Lyon HCL - GH Est-Hôpital Femme Mère Enfant,https://www.google.com/maps/search/59+Boulevard+Pinel+BRON+AUVERGNE-RHONE-ALPES
Acrodysostosis,France,Centre de référence des déficiences intellectuelles et polyhandicaps de causes rares - Site constitutif,https://www.orpha.net/en/expert-centres/centre/673045?name=Acrodysostosis&consulting=medical&age=all&official=0,"59 Boulevard Pinel, 69677 BRON, FRANCE",45.7471952,4.9001951,Phone 1: 33 (0)4 72 12 95 04 <br>Contact email: ghe.rdv-escale@chu-lyon.fr <br>https://www.chu-lyon.fr/service-medecine-physique-readaptation-pediatriques-HFME,Description: https://defiscience.fr/la-filiere/centres-de-reference-et-de-competence/ <br>Age range: For adults and children <br>Type(s): Medical management,CHU de Lyon HCL - GH Est-Hôpital Femme Mère Enfant,https://www.google.com/maps/search/59+Boulevard+Pinel+BRON+AUVERGNE-RHONE-ALPES
Acrodysostosis,France,Centre de référence des fentes et malformations faciales - Centre de compétence,https://www.orpha.net/en/expert-centres/centre/517393?name=Acrodysostosis&consulting=medical&age=all&official=0,"59 Boulevard Pinel, 69677 BRON, FRANCE",45.7471952,4.9001951,Phone 1: 33 (0)4 27 85 57 23 <br>Phone 2: 33 (0)4 26 73 26 44/45 <br>http://www.chu-lyon.fr/fr/service-de-chirurgie-maxillo-faciale-et-stomatologie-hopital-de-la-croix-rousse,Description: https://www.tete-cou.fr/offre-de-soins/reseau-maface/annuaire-detail-maface?idCentre=78 <br>Age range: For adults and children <br>Type(s): Medical management,CHU de Lyon HCL - GH Est-Hôpital Femme Mère Enfant,https://www.google.com/maps/search/59+Boulevard+Pinel+BRON+AUVERGNE-RHONE-ALPES
Acrodysostosis,France,Centre de référence des maladies osseuses constitutionnelles - Site constitutif,https://www.orpha.net/en/expert-centres/centre/516638?name=Acrodysostosis&consulting=medical&age=all&official=0,"59 Boulevard Pinel, 69677 BRON, FRANCE",45.7471952,4.9001951,Phone 1: 33 (0)4 27 85 55 73 <br>Contact email: ghe.genetiquehfme@chu-lyon.fr <br>http://www.chu-lyon.fr/fr/service-de-genetique,"Description: https://www.filiere-oscar.fr/oscarReseau/14/13575-hospices-civils-de-lyon-hopital-femme-mere-enfant.htm <br>Age range: For adults and children <br>Type(s): Medical management , Genetic counselling",CHU de Lyon HCL - GH Est-Hôpital Femme Mère Enfant,https://www.google.com/maps/search/59+Boulevard+Pinel+BRON+AUVERGNE-RHONE-ALPES
Acrodysostosis,France,Centre de référence des anomalies du développement et syndromes malformatifs du Sud-Est - Site constitutif,https://www.orpha.net/en/expert-centres/centre/68158?name=Acrodysostosis&consulting=medical&age=all&official=0,"1, Place Lucie Aubrac, 63003 CLERMONT-FERRAND, FRANCE",45.673800709892895,3.160975291489256,Phone 1: 33 (0)4 73 75 06 53 <br>Phone 2: 33 (0)4 73 75 06 54 <br>https://www.chu-clermontferrand.fr/liste-services/genetique-medicale,"Age range: For adults and children <br>Type(s): Medical management , Genetic counselling",CHU de Clermont-Ferrand - Hôpital dEstaing,https://www.google.com/maps/search/1%2C+Place+Lucie+Aubrac+CLERMONT-FERRAND+AUVERGNE-RHONE-ALPES
Acrodysostosis,France,Centre de référence des fentes et malformations faciales - Centre de compétence,https://www.orpha.net/en/expert-centres/centre/174833?name=Acrodysostosis&consulting=medical&age=all&official=0,"1, Place Lucie Aubrac, 63003 CLERMONT-FERRAND, FRANCE",45.673800709892895,3.160975291489256,Phone 1: 33 (0)4 73 75 01 02 <br>https://www.chu-clermontferrand.fr/liste-services/chirurgie-maxillo-faciale-et-chirurgie-plastique,Description: https://www.tete-cou.fr/offre-de-soins/reseau-maface/annuaire-detail-maface?idCentre=75 <br>Age range: For adults and children <br>Type(s): Medical management,CHU de Clermont-Ferrand - Hôpital dEstaing,https://www.google.com/maps/search/1%2C+Place+Lucie+Aubrac+CLERMONT-FERRAND+AUVERGNE-RHONE-ALPES
Acrodysostosis,France,Centre de référence des maladies osseuses constitutionnelles - Centre de compétence,https://www.orpha.net/en/expert-centres/centre/664510?name=Acrodysostosis&consulting=medical&age=all&official=0,"1, Place Lucie Aubrac, 63003 CLERMONT-FERRAND, FRANCE",45.673800709892895,3.160975291489256,Phone 1: 33 (0)4 73 75 06 53 <br>Phone 2: 33 (0)4 73 75 06 54 <br>https://www.chu-clermontferrand.fr/liste-services/genetique-medicale,Description: https://www.filiere-oscar.fr/oscarReseau/18/13575-centre-hospitalier-universitaire-clermont-ferrand-hopital-d-estaing.htm <br>Age range: For adults and children <br>Type(s): Medical management,CHU de Clermont-Ferrand - Hôpital dEstaing,https://www.google.com/maps/search/1%2C+Place+Lucie+Aubrac+CLERMONT-FERRAND+AUVERGNE-RHONE-ALPES
Acrodysostosis,France,Centre de référence des anomalies du développement et syndromes malformatifs du Sud-Est - Site constitutif,https://www.orpha.net/en/expert-centres/centre/68199?name=Acrodysostosis&consulting=medical&age=all&official=0,"Quai Yermolof - Cs 10217, 38043 GRENOBLE, FRANCE",45.1842333,5.71554,Phone 1: 33 (0)4 76 76 72 85 <br>Contact email: secretariatgenetiqueclinique@chu-grenoble.fr <br>http://www.chu-grenoble.fr/content/genetique-clinique,"Age range: For adults and children <br>Type(s): Medical management , Genetic counselling",CHU de Grenoble site Nord - Hôpital Couple-Enfant,https://www.google.com/maps/search/Quai+Yermolof+-+Cs+10217+GRENOBLE+AUVERGNE-RHONE-ALPES
Acrodysostosis,France,Centre de référence des maladies osseuses constitutionnelles - Centre de compétence,https://www.orpha.net/en/expert-centres/centre/512570?name=Acrodysostosis&consulting=medical&age=all&official=0,"Quai Yermolof - Cs 10217, 38043 GRENOBLE, FRANCE",45.1842333,5.71554,Phone 1: 33 (0)4 76 76 72 85 <br>Contact email: secretariatgenetiqueclinique@chu-grenoble.fr <br>http://www.chu-grenoble.fr/content/genetique-clinique,"Description: https://www.filiere-oscar.fr/oscarReseau/22/13575-centre-hospitalier-universitaire-grenoble-alpes.htm <br>Age range: For adults and children <br>Type(s): Medical management , Genetic counselling",CHU de Grenoble site Nord - Hôpital Couple-Enfant,https://www.google.com/maps/search/Quai+Yermolof+-+Cs+10217+GRENOBLE+AUVERGNE-RHONE-ALPES
Acrodysostosis,France,Centre de référence des anomalies du développement et syndromes malformatifs du Sud-Est - Centre de compétence,https://www.orpha.net/en/expert-centres/centre/67535?name=Acrodysostosis&consulting=medical&age=all&official=0,"Avenue Albert Raimond, 42270 SAINT-PRIEST-EN-JAREZ, FRANCE",45.470576156771614,4.375039111917837,Phone 1: 33 (0)4 77 82 81 16 <br>Contact email: stb.cr@chu-st-etienne.fr <br>https://www.chu-st-etienne.fr/Offre_De_Soins/Consultations_Genetique/Consultation,"Age range: For adults and children <br>Type(s): Medical management , Genetic counselling",CHU de Saint-Etienne - Hôpital Nord,https://www.google.com/maps/search/Avenue+Albert+Raimond+SAINT-PRIEST-EN-JAREZ+AUVERGNE-RHONE-ALPES
Acrodysostosis,France,Centre de référence des maladies osseuses constitutionnelles - Centre de compétence,https://www.orpha.net/en/expert-centres/centre/516592?name=Acrodysostosis&consulting=medical&age=all&official=0,"25 Boulevard Pasteur, 42055 SAINT-ÉTIENNE, FRANCE",45.4131379,4.3933869,Phone 1: 33 (0)4 77 12 76 73 <br>Contact email: ccmoc@chu-st-etienne.fr <br>https://www.chu-st-etienne.fr/Offre_De_Soins/MPR/Equipe_Medicale,Description: https://www.filiere-oscar.fr/oscarReseau/64/13575-centre-hospitalier-universitaire-saint-etienne-hopital-bellevue.htm <br>Age range: For adults and children <br>Type(s): Medical management,CHU de Saint-Étienne - Hôpital Bellevue,https://www.google.com/maps/search/25+Boulevard+Pasteur+SAINT-%C3%89TIENNE+AUVERGNE-RHONE-ALPES
Acrodysostosis,France,Centre de référence des anomalies du développement et syndromes malformatifs de lEst - Site constitutif,https://www.orpha.net/en/expert-centres/centre/67519?name=Acrodysostosis&consulting=medical&age=all&official=0,"2 Place Saint-Jacques, 25030 BESANÇON, FRANCE",47.234647896497634,6.020623598786765,Phone 1: 33 (0)3 81 21 81 87 <br>Fax: 33 (0)3 81 21 86 43 <br>Contact email: cgh@chu-besancon.fr <br>https://www.chu-besancon.fr/offre-de-soins/les-services-et-activites/centre-de-genetique-humaine.html,"Age range: For adults and children <br>Type(s): Medical management , Genetic counselling",CHRU de Besançon - Hôpital Saint-Jacques,https://www.google.com/maps/search/2+Place+Saint-Jacques+BESAN%C3%87ON+BOURGOGNE-FRANCHE-COMTE
Acrodysostosis,France,Centre de référence des déficiences intellectuelles de causes rares - Centre de compétence,https://www.orpha.net/en/expert-centres/centre/504815?name=Acrodysostosis&consulting=medical&age=all&official=0,"2 Place Saint-Jacques, 25030 BESANÇON, FRANCE",47.234647896497634,6.020623598786765,Phone 1: 33 (0)3 81 21 81 87 <br>Fax: 33 (0)3 81 21 86 43 <br>Contact email: cgh@chu-besancon.fr <br>https://www.chu-besancon.fr/offre-de-soins/les-services-et-activites/centre-de-genetique-humaine.html,"Description: https://defiscience.fr/la-filiere/centres-de-reference-et-de-competence/ <br>Age range: For adults and children <br>Type(s): Medical management , Genetic counselling",CHRU de Besançon - Hôpital Saint-Jacques,https://www.google.com/maps/search/2+Place+Saint-Jacques+BESAN%C3%87ON+BOURGOGNE-FRANCHE-COMTE
Acrodysostosis,France,Centre de référence des anomalies du développement et syndromes malformatifs de lEst - Site coordonnateur,https://www.orpha.net/en/expert-centres/centre/68175?name=Acrodysostosis&consulting=medical&age=all&official=0,"2 bd Maréchal de Lattre de Tassigny, 21000 DIJON, FRANCE",47.3201289,5.0684851,Phone 1: 33 (0)3 80 29 53 13 <br>Fax: 33 (0)3 80 29 32 66 <br>Contact email: secretariat.genetique@chu-dijon.fr,"Description: https://anddi-rares.org/wp-content/uploads/2023/08/plaquette-crmr-dijon.pdf (.pdf) <br>Age range: For adults and children <br>Type(s): Medical management , Genetic counselling Member of a ERN",CHU Dijon Bourgogne - Hôpital François Mitterrand,https://www.google.com/maps/search/2+bd+Mar%C3%A9chal+de+Lattre+de+Tassigny+DIJON+BOURGOGNE-FRANCHE-COMTE
Acrodysostosis,France,Centre de référence des maladies osseuses constitutionnelles - Centre de compétence,https://www.orpha.net/en/expert-centres/centre/516583?name=Acrodysostosis&consulting=medical&age=all&official=0,"2 bd Maréchal de Lattre de Tassigny, 21000 DIJON, FRANCE",47.3201289,5.0684851,Phone 1: 33 (0)3 80 29 53 13 <br>Fax: 33 (0)3 80 29 32 66 <br>Contact email: secretariat.genetique@chu-dijon.fr,"Description: http://www.pemr-bfc.fr/centres/maladies-osseuses-constitutionnelles-du-chu-de-dijon/ <br>Age range: For adults and children <br>Type(s): Medical management , Genetic counselling",CHU Dijon Bourgogne - Hôpital François Mitterrand,https://www.google.com/maps/search/2+bd+Mar%C3%A9chal+de+Lattre+de+Tassigny+DIJON+BOURGOGNE-FRANCHE-COMTE
Acrodysostosis,France,Centre de référence des malformations ORL rares - Centre de compétence,https://www.orpha.net/en/expert-centres/centre/685411?name=Acrodysostosis&consulting=medical&age=all&official=0,"2 bd Maréchal de Lattre de Tassigny, 21000 DIJON, FRANCE",47.3201289,5.0684851,Phone 1: 33 (0)3 80 29 37 58 <br>Contact email: secretariat.orl@chu-dijon.fr <br>https://www.chu-dijon.fr/service/orl-oto-rhino-laryngologie-et-chirurgie-cervico-faciale/orl-oto-rhino-laryngologie-et,Description: https://www.tete-cou.fr/offre-de-soins/reseau-malo/annuaire-detail-malo?idCentre=97 <br>Age range: For children <br>Type(s): Medical management,CHU Dijon Bourgogne - Hôpital François Mitterrand,https://www.google.com/maps/search/2+bd+Mar%C3%A9chal+de+Lattre+de+Tassigny+DIJON+BOURGOGNE-FRANCHE-COMTE
Acrodysostosis,France,Centre de référence des anomalies du développement et syndromes malformatifs de lOuest - Centre de compétence,https://www.orpha.net/en/expert-centres/centre/71977?name=Acrodysostosis&consulting=medical&age=all&official=0,"2 Avenue Foch, 29609 BREST, FRANCE",48.3926755,-4.4875651,Phone 1: 33 (0)2 98 22 33 89 <br>Contact email: consultations.pediatrie@chu-brest.fr <br>https://www.chu-brest.fr/fr/notre-offre-soins/nos-specialites/femme-mere-enfant/pediatrie,"Age range: For adults and children <br>Type(s): Medical management , Genetic counselling",CHRU de Brest - Hôpital Morvan,https://www.google.com/maps/search/2+Avenue+Foch+BREST+BRETAGNE
Acrodysostosis,France,Centre de référence des maladies osseuses constitutionnelles - Centre de compétence,https://www.orpha.net/en/expert-centres/centre/516570?name=Acrodysostosis&consulting=medical&age=all&official=0,"2 Avenue Foch, 29609 BREST, FRANCE",48.3926755,-4.4875651,Phone 1: 33 (0)2 98 22 39 26 <br>Phone 2: 33 (0)2 98 22 33 20 <br>Contact email: consultations.chirurgie.pediatrique@chu-brest.fr <br>https://www.chu-brest.fr/notre-offre-de-soin/chirurgie-pediatrique,Description: https://www.filiere-oscar.fr/oscarReseau/11/13575-centre-hospitalier-universitaire-de-brest-hopital-morvan.htm <br>Age range: For children <br>Type(s): Medical management,CHRU de Brest - Hôpital Morvan,https://www.google.com/maps/search/2+Avenue+Foch+BREST+BRETAGNE
Acrodysostosis,France,Centre de référence des anomalies du développement et syndromes malformatifs de lOuest - Site coordonnateur,https://www.orpha.net/en/expert-centres/centre/68188?name=Acrodysostosis&consulting=medical&age=all&official=0,"16 Boulevard de Bulgarie, 35203 RENNES, FRANCE",48.0838765,-1.6533819,Phone 1: 33 (0)2 99 26 67 44 <br>Fax: 33 (0)2 99 26 67 45 <br>Contact email: Secretariat.genetique.medicale@chu-rennes.fr <br>https://www.chu-rennes.fr/je-cherche/services-348/genetique-clinique-46.html?cHash=70b25d2410baa573b27478fbfd0d071d,"Age range: For adults and children <br>Type(s): Medical management , Genetic counselling Member of a ERN",CHU de Rennes - Hôpital Sud,https://www.google.com/maps/search/16+Boulevard+de+Bulgarie+RENNES+BRETAGNE
Acrodysostosis,France,Centre de référence des déficiences intellectuelles de causes rares - Site constitutif,https://www.orpha.net/en/expert-centres/centre/496296?name=Acrodysostosis&consulting=medical&age=all&official=0,"16 Boulevard de Bulgarie, 35203 RENNES, FRANCE",48.0838765,-1.6533819,Phone 1: 33 (0)2 99 26 67 44 <br>Fax: 33 (0)2 99 26 67 45 <br>Contact email: Secretariat.genetique.medicale@chu-rennes.fr <br>https://www.chu-rennes.fr/je-cherche/services-348/genetique-clinique-46.html?cHash=70b25d2410baa573b27478fbfd0d071d,"Description: https://defiscience.fr/la-filiere/centres-de-reference-et-de-competence/ <br>Age range: For adults and children <br>Type(s): Medical management , Genetic counselling",CHU de Rennes - Hôpital Sud,https://www.google.com/maps/search/16+Boulevard+de+Bulgarie+RENNES+BRETAGNE
Acrodysostosis,France,Centre de référence des maladies osseuses constitutionnelles - Centre de compétence,https://www.orpha.net/en/expert-centres/centre/176532?name=Acrodysostosis&consulting=medical&age=all&official=0,"16 Boulevard de Bulgarie, 35203 RENNES, FRANCE",48.0838765,-1.6533819,Phone 1: 33 (0)2 99 26 67 44 <br>Fax: 33 (0)2 99 26 67 45 <br>Contact email: Secretariat.genetique.medicale@chu-rennes.fr <br>https://www.chu-rennes.fr/je-cherche/services-348/genetique-clinique-46.html?cHash=70b25d2410baa573b27478fbfd0d071d,Description: https://www.filiere-oscar.fr/oscarReseau/96/13575-centre-hospitalier-universitaire-rennes-hopital-sud.htm <br>Age range: For adults and children <br>Type(s): Medical management,CHU de Rennes - Hôpital Sud,https://www.google.com/maps/search/16+Boulevard+de+Bulgarie+RENNES+BRETAGNE
Acrodysostosis,France,Centre de référence des déficiences intellectuelles de causes rares - Centre de compétence,https://www.orpha.net/en/expert-centres/centre/673102?name=Acrodysostosis&consulting=medical&age=all&official=0,"1 rue de la Marne, 35400 SAINT-MALO, FRANCE",48.63785975,-2.0080408491045425,Phone 1: 33 (0)2 99 21 26 85 <br>Phone 2: 33 (0)2 99 21 21 60 <br>https://www.gh-re.fr/Pediatrie-neonatalogie-soins-ambulatoires/5/43/108,"Description: https://defiscience.fr/la-filiere/centres-de-reference-et-de-competence/ <br>Age range: For children <br>Type(s): Medical management , Genetic counselling",Centre Hospitalier de Saint-Malo,https://www.google.com/maps/search/1+rue+de+la+Marne+SAINT-MALO+BRETAGNE
Acrodysostosis,France,Centre de référence des anomalies du développement et syndromes malformatifs de lOuest - Centre de compétence,https://www.orpha.net/en/expert-centres/centre/68161?name=Acrodysostosis&consulting=medical&age=all&official=0,"20 boulevard du Général Maurice Guillaudot - BP 70555, 56017 VANNES, FRANCE",47.6659996,-2.7483574,Phone 1: 33 (0)2 97 01 42 03 <br>https://www.ch-bretagne-atlantique.fr/consultations/genetique-medicale/,"Age range: For adults and children <br>Type(s): Medical management , Genetic counselling",CHBA Centre hospitalier Bretagne Atlantique - CH Chubert,https://www.google.com/maps/search/20+boulevard+du+G%C3%A9n%C3%A9ral+Maurice+Guillaudot+-+BP+70555+VANNES+BRETAGNE
Acrodysostosis,France,Centre de référence des anomalies du développement et syndromes malformatifs de lOuest - Site constitutif,https://www.orpha.net/en/expert-centres/centre/72869?name=Acrodysostosis&consulting=medical&age=all&official=0,"2 Boulevard Tonnellé, 37044 TOURS, FRANCE",47.3871738,0.6680306,Phone 1: 33 (0)2 47 47 47 99 <br>Fax: 33 (0)2 47 47 86 53 <br>Contact email: genetique.clinique@chu-tours.fr <br>https://www.chu-tours.fr/etre-soigne-et-rendre-visite-a-un-patient/joindre-le-chru/liste-des-services/genetique-clinique/,"Age range: For adults and children <br>Type(s): Medical management , Genetic counselling",CHRU de Tours - Hôpital Bretonneau,https://www.google.com/maps/search/2+Boulevard+Tonnell%C3%A9+TOURS+CENTRE-VAL+DE+LOIRE
Acrodysostosis,France,Centre de référence des maladies osseuses constitutionnelles - Centre de compétence,https://www.orpha.net/en/expert-centres/centre/512566?name=Acrodysostosis&consulting=medical&age=all&official=0,"49 Boulevard Béranger, 37044 TOURS, FRANCE",47.3900019,0.680540749298655,Phone 1: 33 (0)2 47 47 47 52 <br>https://tinyurl.com/yd9p8tkm,Description: https://tinyurl.com/3tzudyp6 <br>Age range: For children <br>Type(s): Medical management,CHRU de Tours - Hôpital Clocheville,https://www.google.com/maps/search/49+Boulevard+B%C3%A9ranger+TOURS+CENTRE-VAL+DE+LOIRE
Acrodysostosis,France,Centre de référence des anomalies du développement et syndromes malformatifs de lEst - Site constitutif,https://www.orpha.net/en/expert-centres/centre/68159?name=Acrodysostosis&consulting=medical&age=all&official=0,"45 rue Cognacq-Jay, 51092 REIMS, FRANCE",49.22989865,4.0190883665915935,Phone 1: 33 (0)3 26 78 90 03 <br>https://www.chu-reims.fr/offre-de-soins/prises-en-charge/service/genetique-medicale,"Age range: For adults and children <br>Type(s): Medical management , Genetic counselling",CHU de Reims - Hôpital Maison Blanche,https://www.google.com/maps/search/45+rue+Cognacq-Jay+REIMS+GRAND-EST
Acrodysostosis,France,Centre de référence des anomalies du développement et syndromes malformatifs de lEst - Site constitutif,https://www.orpha.net/en/expert-centres/centre/68150?name=Acrodysostosis&consulting=medical&age=all&official=0,"CHU de Strasbourg - Hôpital Civil, 1 Place de l'Hôpital - BP 426, 67091 STRASBOURG, FRANCE",48.5833284,7.7290476,Phone 1: 33 (0)3 69 55 19 55 <br>Contact email: igma@chru-strasbourg.fr <br>https://www.chru-strasbourg.fr/service/institut-genetique-medicale-alsace-igma/,"Age range: For adults and children <br>Type(s): Medical management , Genetic counselling",,https://www.google.com/maps/search/1+Place+de+l%27H%C3%B4pital+-+BP+426+STRASBOURG+GRAND-EST
Acrodysostosis,France,Centre de référence des déficiences intellectuelles de causes rares - Site constitutif,https://www.orpha.net/en/expert-centres/centre/496298?name=Acrodysostosis&consulting=medical&age=all&official=0,"CHU de Strasbourg - Hôpital Civil, 1 Place de l'Hôpital - BP 426, 67091 STRASBOURG, FRANCE",48.5833284,7.7290476,Phone 1: 33 (0)3 69 55 19 55 <br>Contact email: igma@chru-strasbourg.fr <br>https://www.chru-strasbourg.fr/service/institut-genetique-medicale-alsace-igma/,"Description: https://defiscience.fr/la-filiere/centres-de-reference-et-de-competence/ <br>Age range: For adults and children <br>Type(s): Medical management , Genetic counselling",,https://www.google.com/maps/search/1+Place+de+l%27H%C3%B4pital+-+BP+426+STRASBOURG+GRAND-EST
Acrodysostosis,France,Centre de référence des maladies osseuses constitutionnelles - Centre de compétence,https://www.orpha.net/en/expert-centres/centre/175013?name=Acrodysostosis&consulting=medical&age=all&official=0,"CHU de Strasbourg - Hôpital Civil, 1 Place de l'Hôpital - BP 426, 67091 STRASBOURG, FRANCE",48.5833284,7.7290476,Phone 1: 33 (0)3 69 55 19 55 <br>Contact email: igma@chru-strasbourg.fr <br>https://www.chru-strasbourg.fr/service/institut-genetique-medicale-alsace-igma/,"Description: https://www.filiere-oscar.fr/oscarReseau/70/13575-hopitaux-universitaires-strasbourg-hopital-de-hautepierre.htm <br>Age range: For adults and children <br>Type(s): Medical management , Genetic counselling",,https://www.google.com/maps/search/1+Place+de+l%27H%C3%B4pital+-+BP+426+STRASBOURG+GRAND-EST
Acrodysostosis,France,Centre de référence des anomalies du développement et syndromes malformatifs de lEst - Site constitutif,https://www.orpha.net/en/expert-centres/centre/68170?name=Acrodysostosis&consulting=medical&age=all&official=0,"Rue du Morvan, 54511 VANDOEUVRE-LÈS-NANCY, FRANCE",48.64890430048,6.15207197649783,Phone 1: 33 (0)3 83 34 43 76 <br>Phone 2: 33 (0)3 83 15 36 22 <br>Contact email: sec-gen-clinique@chru-nancy.fr <br>https://www.chu-nancy.fr/index.php/pediatrie-enfants-adolescents#g%C3%A9n%C3%A9tique-clinique,"Age range: For adults and children <br>Type(s): Medical management , Genetic counselling",CHU de Nancy - Hôpitaux de Brabois,https://www.google.com/maps/search/Rue+du+Morvan+VANDOEUVRE-L%C3%88S-NANCY+GRAND-EST
Acrodysostosis,France,Centre de référence des craniosténoses et malformations cranio-faciales - Centre de compétence,https://www.orpha.net/en/expert-centres/centre/512864?name=Acrodysostosis&consulting=medical&age=all&official=0,"Rue du Morvan, 54511 VANDOEUVRE-LÈS-NANCY, FRANCE",48.64890430048,6.15207197649783,Phone 1: 33 (0)3 83 15 52 11 <br>Contact email: secretariat.ncp.he@chru-nancy.fr <br>https://www.chu-nancy.fr/index.php/neurochirurgie-pediatrique#chirurgie-des-tumeurs-c%C3%A9r%C3%A9brales-et-m%C3%A9dullaires,Description: https://www.tete-cou.fr/offre-de-soins/reseau-craniost/annuaire-detail-craniost?idCentre=10 <br>Age range: For children <br>Type(s): Medical management,CHU de Nancy - Hôpitaux de Brabois,https://www.google.com/maps/search/Rue+du+Morvan+VANDOEUVRE-L%C3%88S-NANCY+GRAND-EST
Acrodysostosis,France,Centre de référence des déficiences intellectuelles de causes rares - Centre de compétence,https://www.orpha.net/en/expert-centres/centre/504816?name=Acrodysostosis&consulting=medical&age=all&official=0,"Rue du Morvan, 54511 VANDOEUVRE-LÈS-NANCY, FRANCE",48.64890430048,6.15207197649783,Phone 1: 33 (0)3 83 34 43 76 <br>Phone 2: 33 (0)3 83 15 36 22 <br>Contact email: sec-gen-clinique@chru-nancy.fr <br>https://www.chu-nancy.fr/index.php/pediatrie-enfants-adolescents#g%C3%A9n%C3%A9tique-clinique,"Description: https://defiscience.fr/la-filiere/centres-de-reference-et-de-competence/ <br>Age range: For adults and children <br>Type(s): Medical management , Genetic counselling",CHU de Nancy - Hôpitaux de Brabois,https://www.google.com/maps/search/Rue+du+Morvan+VANDOEUVRE-L%C3%88S-NANCY+GRAND-EST
Acrodysostosis,France,Centre de référence des maladies osseuses constitutionnelles - Centre de compétence,https://www.orpha.net/en/expert-centres/centre/176181?name=Acrodysostosis&consulting=medical&age=all&official=0,"Rue du Morvan, 54511 VANDOEUVRE-LÈS-NANCY, FRANCE",48.64890430048,6.15207197649783,Phone 1: 33 (0)3 83 34 43 76 <br>Phone 2: 33 (0)3 83 15 36 22 <br>Contact email: sec-gen-clinique@chru-nancy.fr <br>https://www.chu-nancy.fr/index.php/pediatrie-enfants-adolescents#g%C3%A9n%C3%A9tique-clinique,Description: https://tinyurl.com/4xpkx66j <br>Age range: For adults and children <br>Type(s): Medical management,CHU de Nancy - Hôpitaux de Brabois,https://www.google.com/maps/search/Rue+du+Morvan+VANDOEUVRE-L%C3%88S-NANCY+GRAND-EST
Acrodysostosis,France,Centre de référence des malformations ORL rares - Centre de compétence,https://www.orpha.net/en/expert-centres/centre/517534?name=Acrodysostosis&consulting=medical&age=all&official=0,"Rue du Morvan, 54511 VANDOEUVRE-LÈS-NANCY, FRANCE",48.64890430048,6.15207197649783,Phone 1: 33 (0)3 83 15 46 72 <br>Contact email: secretariat.orl.pediatrique@chru-nancy.fr <br>https://www.chru-nancy.fr/index.php/pediatrie-enfants-adolescents#orl-p%C3%A9diatrique,Description: https://www.tete-cou.fr/offre-de-soins/reseau-malo/annuaire-detail-malo?idCentre=40 <br>Age range: For children <br>Type(s): Medical management,CHU de Nancy - Hôpitaux de Brabois,https://www.google.com/maps/search/Rue+du+Morvan+VANDOEUVRE-L%C3%88S-NANCY+GRAND-EST
Acrodysostosis,France,Centre de référence des anomalies du développement et syndromes malformatifs de linter région Nord-Ouest - Site constitutif,https://www.orpha.net/en/expert-centres/centre/68172?name=Acrodysostosis&consulting=medical&age=all&official=0,"1 Rond Point du Professeur Christian Cabrol, 80054 AMIENS, FRANCE",49.876510700399365,2.256661319742349,Phone 1: 33 (0)3 22 08 75 80 <br>Phone 2: 33 (0)3 22 08 75 85 (onco) <br>Fax: 33 (0)3 22 08 97 85 <br>Contact email: genetique.secretariat@chu-amiens.fr <br>http://www.chu-amiens.fr/patients-visiteurs/services-et-contacts/pediatrie-enfants/genetique-clinique-et-oncogenetique/,"Age range: For adults and children <br>Type(s): Medical management , Genetic counselling",CHU Amiens-Picardie - Site Sud,https://www.google.com/maps/search/1+Rond+Point+du+Professeur+Christian+Cabrol+AMIENS+HAUTS-DE-FRANCE
